tract,Name,Teenage_Birth_Rate
26047970200,"Alanson, MI",0.2556
48423001901,"Tyler, TX",0.2556
32031002205,"Reno, NV",0.2556
6037402705,"Westmont, Pomona, CA",0.2556
47185935400,"Sparta, TN",0.2556
36089490600,"Norfolk, NY",0.2556
12031015925,"Baymeadows, Jacksonville, FL",0.2556
6103000600,"Red Bluff, CA",0.2556
51197050302,"Crockett, VA",0.2556
17119400904,"Miracle Manor, Granite City, IL",0.2556
18051050402,"Princeton, IN",0.2556
29189220431,"St. Louis, MO",0.2556
26065006100,"Leslie, MI",0.2556
40143007503,"Broken Arrow, OK",0.2555
48439113907,"Southlake, TX",0.2555
8001008546,"Thornton, CO",0.2555
26165380300,"Harrietta, MI",0.2555
6073001300,"North Park, San Diego, CA",0.2555
17019010800,"Homer, IL",0.2555
24005404202,"Owings Mills, MD",0.2555
1097003706,"Claremont, Mobile, AL",0.2555
53053072311,"University Place, WA",0.2555
13135050522,"Lawrenceville, GA",0.2555
49049000509,"Pleasant Grove, UT",0.2555
39093028100,"Sheffield, OH",0.2555
19087970400,"Mount Pleasant, IA",0.2555
22051022102,"Metairie, LA",0.2555
49049010109,"Harvest Hills, Saratoga Springs, UT",0.2555
45013002103,"Hampton Lake, Bluffton, SC",0.2555
6067008128,"Antelope Woods, Citrus Heights, CA",0.2555
48029191506,"North Central, San Antonio, TX",0.2555
16055000900,"Coeur d'Alene, ID",0.2555
36055014003,"Rochester, NY",0.2555
13135050607,"Dacula, GA",0.2555
12099005817,"Boynton Beach, FL",0.2555
53041971900,"Morton, WA",0.2555
24033805801,"Adelphi, MD",0.2555
55039040400,"Fond du Lac, WI",0.2555
55079018100,"Bay View, Milwaukee, WI",0.2555
6065048300,"Moreno Valley, CA",0.2555
6071010025,"Victorville, CA",0.2555
26161448000,"Dexter, MI",0.2555
18035002302,"Daleville, IN",0.2555
48201341100,"Webster, TX",0.2555
36013037400,"Kennedy, NY",0.2554
24043000200,"Hagerstown, MD",0.2554
17031161200,"Kilbourn Park, Chicago, IL",0.2554
12119911500,"Wildwood, FL",0.2554
12103025106,"South Pinellas Community Council, Saint Petersburg, FL",0.2554
6073003902,"Logan Heights, San Diego, CA",0.2554
18095010800,"Florida, Anderson, IN",0.2554
48339690401,"Magnolia, TX",0.2554
6037552700,"Norwalk, CA",0.2554
19193000700,"Sioux City, IA",0.2554
26081011405,"Comstock Park, MI",0.2554
39095009300,"Berkey, OH",0.2554
17177000400,"Pearl City, IL",0.2554
48453001829,"North Austin, Austin, TX",0.2554
6037219901,"Los Angeles, CA",0.2554
42101021000,"Manayunk, Philadelphia, PA",0.2553
44007000800,"Downtown Providence, Providence, RI",0.2553
47155081102,"Gatlinburg, TN",0.2553
6037183103,"Highland Park, Los Angeles, CA",0.2553
45051060203,"Myrtle Beach, SC",0.2553
27027030106,"Edgewood, Fargo, MN",0.2553
19153004603,"Greater South Side, Des Moines, IA",0.2553
17163501900,"Belleville, IL",0.2553
6037533602,"Bell, CA",0.2553
33011001800,"Somerville, Manchester, NH",0.2553
26111291700,"Coleman, MI",0.2553
17097861507,"Gurnee, IL",0.2553
27053002400,"Northeast Minneapolis, Minneapolis, MN",0.2553
21015070308,"Florence, KY",0.2553
26163555300,"Redford Charter Township, MI",0.2553
6099002801,"Waterford, CA",0.2553
8013013308,"Longmont, CO",0.2553
53071920600,"Walla Walla, WA",0.2553
27053110500,"Hiawatha, Minneapolis, MN",0.2553
36119013500,"Ossining, NY",0.2552
6077005124,"Manteca, CA",0.2552
1089001401,"Madison, AL",0.2552
49035112920,"West Jordan, UT",0.2552
36047111600,"Kings County, NY",0.2552
45063021111,"Columbia, SC",0.2552
36081056200,"Queens County, NY",0.2552
47037015609,"Hermitage, Nashville, TN",0.2552
26163564503,"Canton, MI",0.2552
39133602000,"Atwater, OH",0.2552
21089040400,"Greenup, KY",0.2552
12086001402,"Little Haiti, Miami, FL",0.2552
29125880300,"Dixon, MO",0.2552
22089062900,"Luling, LA",0.2552
39113021501,"Dayton, OH",0.2552
41057960500,"Tillamook, OR",0.2552
6037209401,"Central LA, Los Angeles, CA",0.2552
26049012702,"Swartz Creek, MI",0.2552
36063021000,"Niagara Falls, NY",0.2552
26067030400,"Belding, MI",0.2552
39081012000,"Dillonvale, OH",0.2552
48113018123,"Garland, TX",0.2552
29219820103,"Wright City, MO",0.2552
6019006300,"Reedley, CA",0.2552
6067009111,"Sunrise Homes, Sacramento, CA",0.2552
12095015106,"Orlando, FL",0.2552
17031650301,"South Side, Chicago, IL",0.2552
29099700109,"Imperial, MO",0.2551
55025000503,"Madison, WI",0.2551
6053001802,"Salinas, CA",0.2551
17031242500,"West Town, Chicago, IL",0.2551
39001770400,"West Union, OH",0.2551
51510201400,"Potomac West, Alexandria, VA",0.2551
6065041202,"Arlanza, Riverside, CA",0.2551
49005001002,"Logan, UT",0.2551
6067009006,"Sunrise Countryside, Sacramento, CA",0.2551
27109001302,"Rochester, MN",0.2551
12009066103,"Melbourne Beach, FL",0.2551
42049010902,"Erie, PA",0.2551
37167930802,"Stanfield, NC",0.2551
13223120203,"Dallas, GA",0.2551
47165020502,"Gallatin, TN",0.2551
48121021403,"Lake Dallas, TX",0.2551
56021000501,"Cheyenne, WY",0.2551
17063000900,"Gardner, IL",0.2551
1009050400,"Blountsville, AL",0.2551
53063011101,"Nevada / Lidgerwood, Spokane, WA",0.2551
24025303206,"Bel Air, MD",0.2551
24031700815,"Germantown, MD",0.2551
41051004200,"North Portland, Portland, OR",0.2551
39173021500,"Portage, OH",0.2551
17139977100,"Bethany, IL",0.2551
36057072300,"Palatine Bridge, NY",0.2551
9001110100,"Shelton, CT",0.2551
51167030401,"Lebanon, VA",0.2551
36047025901,"Kings County, NY",0.2551
26081014502,"Chateau Hills, Wyoming, MI",0.255
55137960600,"Wautoma, WI",0.255
36123150300,"Middlesex, NY",0.255
48487950300,"Vernon, TX",0.255
34015501608,"Williamstown, Monroe Township, NJ",0.255
34001011500,"Mays Landing, Hamilton Township, NJ",0.255
12071010307,"Hancock, Cape Coral, FL",0.255
44007001500,"Reservoir, Providence, RI",0.255
12111382106,"Port St. Lucie, FL",0.255
27037060904,"Farmington, MN",0.255
6065030603,"Victoria, Riverside, CA",0.255
8031007006,"Denver, CO",0.255
51650010200,"Langley Air Force Base, Hampton, VA",0.255
6067003501,"Hollywood Park, Sacramento, CA",0.255
6097153001,"Santa Rosa, CA",0.255
6015000102,"Crescent City, CA",0.255
19163012901,"Davenport, IA",0.255
6037555211,"Hawaiian Gardens, CA",0.255
39145002600,"Wheelersburg, OH",0.255
6037530204,"South Montebello, Montebello, CA",0.255
39155931700,"Hubbard, OH",0.255
8059010604,"Barths, Wheat Ridge, CO",0.2549
8123001405,"Evans, CO",0.2549
12061050705,"Vero Beach, FL",0.2549
6065041004,"Arlanza, Riverside, CA",0.2549
51019030503,"Huddleston, VA",0.2549
18003011202,"Fort Wayne, IN",0.2549
42055010800,"Chambersburg, PA",0.2549
29213480105,"Branson, MO",0.2549
48143950201,"Stephenville, TX",0.2549
42101002702,"Pennsport, Philadelphia, PA",0.2549
26165380100,"Manton, MI",0.2549
6099003001,"Ceres, CA",0.2549
6073010402,"Imperial Beach, CA",0.2549
6027000500,"Big Pine, CA",0.2548
23031034002,"Wells, ME",0.2548
19013001301,"Waterloo, IA",0.2548
48201333901,"Southbelt/ Ellington, Houston, TX",0.2548
12127091001,"Lake Helen, FL",0.2548
19153011026,"West Des Moines, IA",0.2548
13185011500,"Valdosta, GA",0.2548
9003514102,"Robertson, Manchester, CT",0.2548
12057011614,"Timberlane Woodlake, Tampa, FL",0.2548
25027748100,"Millville, MA",0.2548
54039000300,"Charleston, WV",0.2548
48453001776,"South Austin, Austin, TX",0.2548
51199050204,"Hampton, VA",0.2548
37129012104,"Wilmington, NC",0.2548
26161414300,"Ann Arbor, MI",0.2548
12083001103,"Ocala, FL",0.2548
36119008000,"Port Chester, NY",0.2548
41051009501,"Northeast Portland, Portland, OR",0.2548
9003510800,"East Hartford, CT",0.2548
39031961300,"Coshocton, OH",0.2548
28121020703,"Pearl, MS",0.2548
45003021202,"Aiken, SC",0.2548
4015953402,"Lake Havasu City, AZ",0.2548
13025960300,"Hoboken, GA",0.2548
53015001900,"Longview, WA",0.2548
40115574700,"Miami, OK",0.2547
40143007510,"Broken Arrow, OK",0.2547
49013940600,"Roosevelt, UT",0.2547
42045406100,"Brookhaven, PA",0.2547
53053072309,"University Place, WA",0.2547
6037531701,"South Montebello, East Los Angeles, CA",0.2547
18107957100,"Crawfordsville, IN",0.2547
45051051603,"Myrtle Beach, SC",0.2547
6037199900,"Montecito Heights, Los Angeles, CA",0.2547
42003517000,"Pittsburgh, PA",0.2547
56005000100,"Gillette, WY",0.2547
12071050104,"Estero, FL",0.2547
4019004647,"Tucson, AZ",0.2547
22057020704,"Thibodaux, LA",0.2547
27137003300,"Fairmount, Duluth, MN",0.2547
15009030501,"Paia, HI",0.2547
6037554700,"Norwalk, CA",0.2547
12095014909,"Orlando, FL",0.2547
12009071322,"Palm Bay, FL",0.2547
17031301801,"Little Village, Chicago, IL",0.2546
48113019202,"Richardson, TX",0.2546
6065042732,"Menifee, CA",0.2546
5125010509,"Alexander, AR",0.2546
1077011300,"Waterloo, AL",0.2546
21071920600,"McDowell, KY",0.2546
39135455001,"Eaton, OH",0.2546
18039002000,"Elkhart, IN",0.2546
21001970401,"Columbia, KY",0.2546
40027202201,"Moore, OK",0.2546
6071009711,"Apple Valley, CA",0.2546
35043011000,"Sandoval County, NM",0.2546
6073007908,"Pacific Beach, San Diego, CA",0.2546
55063000500,"Goosetown-Campus, La Crosse, WI",0.2546
17031841300,"Heart of Chicago, Chicago, IL",0.2546
55117000400,"Sheboygan, WI",0.2546
6085503110,"Santee, San Jose, CA",0.2546
6065043807,"Beaumont, CA",0.2546
6037201110,"Northeast Los Angeles, Los Angeles, CA",0.2546
39003013100,"Lima, OH",0.2546
37037020200,"Siler City, NC",0.2546
55087010300,"Appleton, WI",0.2546
12033002804,"Pensacola, FL",0.2546
6037221900,"South Los Angeles, Los Angeles, CA",0.2546
39025040101,"Williamsburg, OH",0.2546
48251130204,"Burleson, TX",0.2546
56015957900,"Torrington, WY",0.2546
39049004000,"Downtown, Columbus, OH",0.2546
17197880107,"Bolingbrook, IL",0.2545
48029171924,"Far West Side, San Antonio, TX",0.2545
37183054115,"Knightdale, NC",0.2545
6071000303,"Pomona, CA",0.2545
21051950300,"Manchester, KY",0.2545
6073009107,"Morena, San Diego, CA",0.2545
24001000100,"Oldtown, MD",0.2545
34007608504,"Laurel Springs, NJ",0.2545
10003016401,"Bear, DE",0.2545
17163503411,"Caseyville, IL",0.2545
51790000100,"Staunton, VA",0.2545
48201410600,"Central Business District, Houston, TX",0.2545
21035010200,"Murray, KY",0.2545
48201540800,"Chimney Hill, Houston, TX",0.2545
39147963500,"Tiffin, OH",0.2545
21111011506,"Louisville, KY",0.2545
12119910500,"Bushnell, FL",0.2544
49011125200,"Hill Air Force Base, UT",0.2544
29095014601,"Independence, MO",0.2544
50021963800,"Poultney, VT",0.2544
4013319104,"Tempe, AZ",0.2544
33001965598,"Tilton, NH",0.2544
49035113409,"West Valley City, UT",0.2544
51179010206,"Stafford, VA",0.2544
6065041409,"Riverside, CA",0.2544
36005021200,"Bronx County, NY",0.2544
12009071332,"Palm Bay, FL",0.2544
42015950500,"Sayre, PA",0.2544
51085320400,"Ashland, VA",0.2544
55009000402,"Green Bay, WI",0.2544
8013013507,"Longmont, CO",0.2544
17193958200,"Crossville, IL",0.2544
36003950100,"Canaseraga, NY",0.2544
54051021100,"Moundsville, WV",0.2544
47093004404,"Knoxville, TN",0.2544
48439105513,"Fort Worth, TX",0.2544
17099961800,"Earlville, IL",0.2544
19163010102,"Le Claire, IA",0.2544
5125010510,"Bryant, AR",0.2544
13145120401,"Cataula, GA",0.2544
37035010303,"Hickory, NC",0.2543
36047088400,"Kings County, NY",0.2543
17031804406,"Elgin, IL",0.2543
37119001606,"Windsor Park, Charlotte, NC",0.2543
6071010422,"Twentynine Palms, CA",0.2543
29095014806,"Blue Springs, MO",0.2543
5053470300,"Prattsville, AR",0.2543
37191001000,"Goldsboro, NC",0.2543
36011040900,"Moravia, NY",0.2543
13153021103,"Stratford Hills, Bonaire, GA",0.2543
34017011600,"Constable Hook, Bayonne, NJ",0.2543
6037296220,"San Pedro, Los Angeles, CA",0.2543
27123042402,"Maplewood, MN",0.2543
8041002000,"East Colorado Springs, Colorado Springs, CO",0.2543
53063001600,"Bemiss, Spokane, WA",0.2543
36081063000,"Queens County, NY",0.2543
26159010300,"South Haven, MI",0.2543
53053072602,"Lakebay, WA",0.2543
39009973700,"Athens, OH",0.2543
36081036100,"Queens County, NY",0.2543
27021960700,"Pine River, MN",0.2543
39025040403,"Milford, OH",0.2543
41067031609,"Beaverton, OR",0.2543
21171930400,"Tompkinsville, KY",0.2543
36113078000,"Bolton Landing, Bolton, NY",0.2543
18021040500,"Center Point, IN",0.2543
46099000700,"Folsom's Addition, Sioux Falls, SD",0.2542
40127097800,"Rattan, OK",0.2542
19033950102,"Mason City, IA",0.2542
6013365003,"Richmond, CA",0.2542
6093000701,"Yreka, CA",0.2542
17125956400,"Topeka, IL",0.2542
6059088301,"Garden Grove, CA",0.2542
17031620100,"South Side, Chicago, IL",0.2542
42077009300,"West Side, Bethlehem, PA",0.2542
42035030300,"Lock Haven, PA",0.2542
19113002300,"Cedar Rapids, IA",0.2542
42071011100,"Mount Joy, PA",0.2542
55139000400,"Oshkosh, WI",0.2542
42085032702,"Mercer, PA",0.2542
36103111100,"Huntington Station, NY",0.2542
39125960200,"Antwerp, OH",0.2542
6067005510,"Sacramento, CA",0.2542
39029951900,"Myler Park, East Liverpool, OH",0.2542
17031030102,"Edgewater, Chicago, IL",0.2542
21111010405,"Louisville, KY",0.2541
39167020300,"Marietta, OH",0.2541
17089850103,"Kane County, IL",0.2541
11001001702,"Northwest Washington, Washington, DC",0.2541
48201341301,"Clear Lake, Houston, TX",0.2541
36119000701,"Northwest Yonkers, Yonkers, NY",0.2541
12001002101,"Micanopy, FL",0.2541
48029172002,"Medina Valley, San Antonio, TX",0.2541
55095960100,"Frederic, WI",0.2541
26077006702,"Galesburg, MI",0.2541
51005080202,"Covington, VA",0.2541
39045032600,"Amanda, OH",0.2541
53053072901,"McChord Air Force Base, Joint Base Lewis-McChord, WA",0.2541
17163504302,"Lebanon, IL",0.2541
48439111541,"Southeast Arlington, Arlington, TX",0.2541
48201453602,"Alief, Houston, TX",0.2541
12071040112,"Colonial Country Club, Fort Myers, FL",0.2541
34031183000,"Paterson, NJ",0.2541
26163568800,"Westland, MI",0.2541
48209010701,"San Marcos, TX",0.2541
29071801102,"Sullivan, MO",0.2541
48491020805,"Hutto, TX",0.2541
17031840400,"McKinley Park, Chicago, IL",0.2541
1003011405,"Orange Beach, AL",0.2541
12019030304,"Orange Park, FL",0.2541
40051000500,"Chickasha, OK",0.254
36047098400,"Kings County, NY",0.254
29165030001,"Breen Hills, Kansas City, MO",0.254
36081053000,"Queens County, NY",0.254
26105950200,"Ludington, MI",0.254
8059011804,"Lasley, Lakewood, CO",0.254
6059074501,"Cornerstone Village, Santa Ana, CA",0.254
17031833300,"Near West Side, Chicago, IL",0.254
51085320805,"Mechanicsville, VA",0.254
55087011102,"Appleton, WI",0.254
48439113811,"Fort Worth, TX",0.254
6065031602,"Arlington, Riverside, CA",0.254
22051020517,"Kenner, LA",0.254
20091051907,"Concorde Bridge, Overland Park, KS",0.254
15009030100,"Hana, HI",0.254
6023000300,"Eureka, CA",0.254
6037106604,"Sylmar, Los Angeles, CA",0.254
48061012504,"Brownsville, TX",0.254
27145000500,"Waite Park, MN",0.254
44009051101,"Charlestown, RI",0.254
29117480300,"Chillicothe, MO",0.254
6053001700,"Salinas, CA",0.254
12011030301,"Pompano Beach, FL",0.254
18089040900,"Griffith, IN",0.254
42073011700,"Ellwood City, PA",0.2539
36005041400,"Bronx County, NY",0.2539
18097310105,"Indianapolis, IN",0.2539
51199050305,"Yorktown, VA",0.2539
34003023502,"Hackensack, NJ",0.2539
48321730700,"Palacios, TX",0.2539
39061025402,"Cincinnati, OH",0.2539
36047078800,"Kings County, NY",0.2539
4003001800,"Sierra Vista, AZ",0.2539
36005040302,"Bronx County, NY",0.2539
12057011414,"Citrus Park Community, Tampa, FL",0.2539
48199030501,"Lumberton, TX",0.2539
40073958100,"Hennessey, OK",0.2539
37183054209,"St Andrews Plantation, Wake Forest, NC",0.2539
1073005907,"Spring Lake, Birmingham, AL",0.2539
6065941400,"Baristo, Palm Springs, CA",0.2539
13039010401,"Saint Marys, GA",0.2539
36087010701,"Haverstraw, NY",0.2539
33011015200,"Amherst, NH",0.2539
17089850201,"Carpentersville, IL",0.2539
34007603001,"Merchantville, NJ",0.2539
26049012904,"Swartz Creek, MI",0.2539
49057211000,"Ogden, UT",0.2539
29007950200,"Rush Hill, MO",0.2538
48141004311,"Album, El Paso, TX",0.2538
27123036700,"West Seventh, Saint Paul, MN",0.2538
29009960200,"Purdy, MO",0.2538
17031030604,"Edgewater Beach, Chicago, IL",0.2538
47025970300,"Cumberland Gap, TN",0.2538
12005001502,"Stanford Place, Panama City, FL",0.2538
26103000600,"Marquette, MI",0.2538
6037201503,"Northeast Los Angeles, Los Angeles, CA",0.2538
48439113001,"Grand Prairie, TX",0.2538
37025041702,"Mount Pleasant, NC",0.2538
18095011502,"Pendleton, IN",0.2538
46099010600,"Sioux Falls, SD",0.2538
29183310602,"Saint Charles, MO",0.2538
40137000901,"Marlow, OK",0.2538
36055013902,"Rochester, NY",0.2538
39035106800,"Old Brooklyn, Cleveland, OH",0.2538
6029000910,"Morning Star, Bakersfield, CA",0.2538
17197883811,"Crete, IL",0.2538
24031703402,"Silver Spring, MD",0.2538
36119003600,"North Side, Mount Vernon, NY",0.2538
55009001400,"Green Bay, WI",0.2538
17161024103,"Taylor Ridge, IL",0.2538
6037217200,"Central LA, Los Angeles, CA",0.2537
8001009409,"North Central Westminster, Westminster, CO",0.2537
20159967300,"Sterling, KS",0.2537
36081096400,"Queens County, NY",0.2537
21049020105,"Winchester, KY",0.2537
12031013800,"Jacksonville, FL",0.2537
47187050601,"Franklin, TN",0.2537
49049002702,"Provost South, Provo, UT",0.2537
39061004603,"Mount Washington, Cincinnati, OH",0.2537
6067006701,"North Sacramento, Sacramento, CA",0.2537
4013422219,"Chandler, AZ",0.2537
39061005200,"Oakley, Cincinnati, OH",0.2537
6037297110,"San Pedro, Los Angeles, CA",0.2537
37001020702,"Burlington, NC",0.2537
1097006404,"Mobile, AL",0.2537
19139050300,"West Liberty, IA",0.2537
26099268400,"Warren, MI",0.2537
6067005102,"Sacramento, CA",0.2537
53017950300,"East Wenatchee, WA",0.2537
49035113105,"Herriman, UT",0.2537
27053020303,"Minneapolis, MN",0.2537
45077010100,"Pickens, SC",0.2537
48201340203,"Brookwood, Houston, TX",0.2537
17031031000,"Uptown, Chicago, IL",0.2537
48113000100,"Lakewood, Dallas, TX",0.2536
39005970600,"Ashland, OH",0.2536
31109003802,"Maple Village/ Wedgewood, Lincoln, NE",0.2536
12111381602,"Port St. Lucie, FL",0.2536
8043978200,"Florence, CO",0.2536
53077000901,"Yakima, WA",0.2536
27053109700,"Powderhorn, Minneapolis, MN",0.2536
24033801406,"Fort Washington, MD",0.2536
48201412900,"Southwest Houston, Houston, TX",0.2536
6065042719,"Nuevo, CA",0.2536
6037502802,"Santa Fe Springs, CA",0.2536
21205950400,"Morehead, KY",0.2536
37071030101,"Mount Holly, NC",0.2536
39151713600,"Massillon, OH",0.2536
13013180402,"Statham, GA",0.2536
6037224020,"South Los Angeles, Los Angeles, CA",0.2536
6089011300,"Enterprise, Redding, CA",0.2536
48439121605,"Central Arlington, Arlington, TX",0.2536
49053271400,"St. George, UT",0.2536
36005021001,"Bronx County, NY",0.2536
48113014406,"Barton Estates, Irving, TX",0.2536
17031520500,"East Side, Chicago, IL",0.2536
23001020100,"Lewiston, ME",0.2536
27115950200,"Willow River, MN",0.2536
17089853001,"Aurora, IL",0.2536
18009975400,"Hartford City, IN",0.2536
39093021100,"Sheffield Lake, OH",0.2536
21009950700,"Glasgow, KY",0.2536
37019020103,"Leland, NC",0.2536
26027001000,"Jones, MI",0.2535
25025010403,"Fenway/Kenmore, Boston, MA",0.2535
51177020113,"Spotsylvania Courthouse, VA",0.2535
19131560300,"Osage, IA",0.2535
19155031300,"Council Bluffs, IA",0.2535
51640070101,"Galax, VA",0.2535
37081014407,"High Point, NC",0.2535
45043920302,"Georgetown, SC",0.2535
5051011200,"Garland County, AR",0.2535
26091060301,"Tipton, MI",0.2535
6099002504,"Ceres, CA",0.2535
8041005104,"Peyton, CO",0.2535
4013111204,"Camelback East Village, Phoenix, AZ",0.2535
9009351800,"Waterbury, CT",0.2535
6085503508,"Alum Rock, San Jose, CA",0.2535
6053001801,"Salinas, CA",0.2535
36047095800,"Kings County, NY",0.2535
51165010400,"Broadway, VA",0.2535
17167002000,"Springfield, IL",0.2534
6037405301,"Covina, CA",0.2534
6071010012,"Hesperia, CA",0.2534
48439110906,"Benbrook, TX",0.2534
13059130400,"Athens, GA",0.2534
36029000500,"First Ward, Buffalo, NY",0.2534
12086011102,"Homestead, FL",0.2534
20003953600,"Garnett, KS",0.2534
41017001902,"Larkspur, Bend, OR",0.2534
13067030226,"Acworth, GA",0.2534
36063023800,"Lockport, NY",0.2534
26037011104,"Bath Township, MI",0.2534
27053020600,"Minneapolis, MN",0.2534
49035113526,"Kearns, UT",0.2534
40001376600,"Watts, OK",0.2534
40109107221,"Central Oklahoma City, Oklahoma City, OK",0.2534
26081011101,"Comstock Park, MI",0.2534
28089030107,"Ridgeland, MS",0.2534
31055007101,"Q Merchants, Omaha, NE",0.2533
29019001104,"Columbia, MO",0.2533
4013061032,"Surprise, AZ",0.2533
21239050107,"Versailles, KY",0.2533
4011960300,"Duncan, AZ",0.2533
18067010500,"Russiaville, IN",0.2533
17095000600,"Galesburg, IL",0.2533
29003010200,"Savannah, MO",0.2533
6079010101,"Paso Robles, CA",0.2533
17031804510,"Hanover Park, IL",0.2533
55083100700,"Gillett, WI",0.2533
4013061039,"Copper Canyon Ranch, Surprise, AZ",0.2533
17031060200,"Lake View, Chicago, IL",0.2533
36061015100,"Lincoln Square, New York, NY",0.2533
26147650100,"St Clair County, MI",0.2533
8031002803,"Central, Denver, CO",0.2533
39035177201,"Parma, OH",0.2533
47037015404,"Hermitage, Nashville, TN",0.2533
53063012200,"Spokane Valley, WA",0.2533
26055551100,"Traverse City, MI",0.2533
16051960200,"Lewisville, ID",0.2533
37097060901,"Olin, NC",0.2533
29047021600,"Liberty, MO",0.2533
26069000500,"East Tawas, MI",0.2533
32031003508,"Sparks, NV",0.2533
12031014326,"Arlington, Jacksonville, FL",0.2533
12011050401,"Oakland Park, FL",0.2533
39095009102,"Holland, OH",0.2533
17031160601,"Irving Park, Chicago, IL",0.2532
39035161700,"Lakewood, OH",0.2532
53063012600,"Spokane Valley, WA",0.2532
1125011402,"The Strip, Tuscaloosa, AL",0.2532
48029171925,"Far West Side, San Antonio, TX",0.2532
22019001300,"Lake Charles, LA",0.2532
21027960400,"Hardinsburg, KY",0.2532
21227010803,"Bowling Green, KY",0.2532
39025041900,"Bethel, OH",0.2532
20045001500,"Lecompton, KS",0.2532
39009973800,"Albany, OH",0.2532
20141474100,"Osborne, KS",0.2532
53075000900,"Thornton, WA",0.2532
17141961200,"Rochelle, IL",0.2532
54039010801,"Charleston, WV",0.2532
6037900102,"Lancaster, CA",0.2532
26081013100,"Wedgewood Park, Grandville, MI",0.2532
6037407801,"La Puente, CA",0.2532
35013001103,"Las Cruces, NM",0.2532
8005083500,"Country Lane, Aurora, CO",0.2532
17031063000,"Lake View, Chicago, IL",0.2532
48201542301,"Katy, TX",0.2532
48271950100,"Brackettville, TX",0.2532
26125161600,"Southfield City Centre, Southfield, MI",0.2532
40145030405,"Broken Arrow, OK",0.2531
6107003801,"Porterville, CA",0.2531
45013010300,"Hilton Head Island, SC",0.2531
12017450400,"Crystal River, FL",0.2531
8031004304,"East, Denver, CO",0.2531
13139001402,"Gainesville, GA",0.2531
12103024803,"West Lealman, Saint Petersburg, FL",0.2531
37101041501,"Four Oaks, NC",0.2531
39175938000,"Sycamore, OH",0.2531
56021001902,"Cheyenne, WY",0.2531
12117021000,"Sanford, FL",0.2531
19103000302,"Coralville, IA",0.2531
55087011000,"Appleton, WI",0.2531
29047021701,"Excelsior Springs, MO",0.2531
24003740104,"Severn, MD",0.2531
42071012102,"Lititz, PA",0.2531
48113019025,"Coomer Creek, Garland, TX",0.2531
22055001402,"Lafayette, LA",0.2531
12119910602,"Bushnell, FL",0.253
27123036900,"West Seventh, Saint Paul, MN",0.253
6037209102,"Central LA, Los Angeles, CA",0.253
26125171300,"Oak Park, MI",0.253
48029191201,"Greater Harmony Hills, San Antonio, TX",0.253
53077000400,"Yakima, WA",0.253
27053021501,"Minneapolis, MN",0.253
34017010400,"Bayonne, NJ",0.253
37001021500,"Burlington, NC",0.253
1123962502,"Dadeville, AL",0.253
45065920300,"Modoc, SC",0.253
18089043405,"Lowell, IN",0.253
48113017808,"Palos Verdes, Mesquite, TX",0.253
34039030900,"Elizabeth, NJ",0.253
40027201609,"Country Place, Oklahoma City, OK",0.253
39171950700,"Bryan, OH",0.253
8077000500,"Grand Junction, CO",0.253
6111008800,"Marina West, Oxnard, CA",0.253
25005651700,"New Bedford, MA",0.253
17031814600,"Berwyn, IL",0.2529
6037531102,"Los Angeles, CA",0.2529
29095008200,"South Kansas City, Kansas City, MO",0.2529
48201251902,"Newport, Crosby, TX",0.2529
53061052806,"Marysville, WA",0.2529
28089030201,"Madison, MS",0.2529
26145010100,"Freeland, MI",0.2529
5065960300,"Calico Rock, AR",0.2529
41051007500,"Cully, Portland, OR",0.2529
39035180104,"Richmond Heights, OH",0.2529
26147655100,"Yale, MI",0.2529
39053953700,"Patriot, OH",0.2529
24045010101,"Salisbury, MD",0.2529
33015003703,"Londonderry, NH",0.2529
32003002938,"Las Vegas, NV",0.2529
17031210900,"Avondale, Chicago, IL",0.2529
4013618900,"Deer Valley, Phoenix, AZ",0.2529
42003080200,"Bloomfield, Pittsburgh, PA",0.2529
6023010400,"McKinleyville, CA",0.2529
21067003000,"Garden Springs, Lexington, KY",0.2529
47163043402,"Blountville, TN",0.2529
4019001802,"Palo Verde, Tucson, AZ",0.2529
34017017100,"Union City, NJ",0.2529
41003010800,"Philomath, OR",0.2529
22051027804,"Gretna, LA",0.2529
45007010102,"Piedmont, SC",0.2529
25025140400,"Mattapan, Boston, MA",0.2529
27007450701,"Bemidji, MN",0.2528
48181001803,"Van Alstyne, TX",0.2528
37019020507,"Calabash, NC",0.2528
27007450200,"Bemidji, MN",0.2528
8069000600,"Fort Collins, CO",0.2528
36067011201,"Baldwinsville, NY",0.2528
32003001004,"Las Vegas, NV",0.2528
12127091026,"Deltona Lakes, Deltona, FL",0.2528
48167721300,"League City, TX",0.2528
12059960400,"Bonifay, FL",0.2528
4013422209,"Chandler, AZ",0.2528
39151712300,"Canton, OH",0.2528
51073100201,"Gloucester, VA",0.2528
49057210204,"North Ogden, UT",0.2528
39155930200,"Farmdale, OH",0.2528
6007002500,"Oroville, CA",0.2528
54065971000,"Berkeley Springs, WV",0.2528
51199050900,"Williamsburg, VA",0.2528
24043010700,"Hancock, MD",0.2528
53053070401,"Puyallup, WA",0.2528
42049012100,"Waterford, PA",0.2528
12081001402,"Palmetto, FL",0.2528
12015020700,"Port Charlotte, FL",0.2528
27145000602,"St. Cloud, MN",0.2527
26157001200,"Millington, MI",0.2527
17073030600,"Kewanee, IL",0.2527
