tract,Name,Employment_Rate_at_Age_35
39061022400,"Cincinnati, OH",0.6901
37067003105,"Walkertown, NC",0.6901
13067030209,"Marietta, GA",0.6901
6067008204,"Orangevale, CA",0.6901
22115950300,"Leesville, LA",0.69
6065043218,"Temecula, CA",0.69
6037120105,"Panorama City, Los Angeles, CA",0.69
37119004900,"Greenville, Charlotte, NC",0.69
17143004000,"Elmwood, IL",0.69
6037277400,"Los Angeles, CA",0.69
6067004402,"Sacramento, CA",0.69
36081044000,"Queens County, NY",0.69
22019000500,"Lake Charles, LA",0.69
48143950300,"Dublin, TX",0.69
8031005503,"Fort Logan, Denver, CO",0.69
6087122202,"Aptos, CA",0.69
6037221303,"Central LA, Los Angeles, CA",0.69
17031804310,"Streamwood, IL",0.69
31025965800,"Ashland, NE",0.69
6007000104,"Chico, CA",0.69
42101019200,"North Philadelphia, Philadelphia, PA",0.69
27163071013,"Saint Paul, MN",0.69
6071005200,"San Bernardino, CA",0.69
21047200900,"Hopkinsville, KY",0.69
6037601211,"Inglewood, CA",0.69
37133001500,"Jacksonville, NC",0.69
6001400300,"Shafter, Oakland, CA",0.69
21203950400,"Orlando, KY",0.69
56037970700,"Green River, WY",0.69
30029000201,"Columbia Falls, MT",0.69
6055200504,"Napa, CA",0.69
13121010400,"Palmetto, GA",0.69
12101030502,"Forest Hills, Holiday, FL",0.69
12086010617,"Cutler Bay, FL",0.6899
34025809100,"Spring Lake, NJ",0.6899
45077010804,"Easley, SC",0.6899
6037920045,"Santa Clarita, CA",0.6899
41039002903,"Eugene, OR",0.6899
6037621301,"South Redondo, Redondo Beach, CA",0.6899
6059042315,"Laguna Niguel, CA",0.6899
4013114302,"Central City, Phoenix, AZ",0.6899
5131001101,"Fort Smith, AR",0.6899
4025001102,"Prescott, AZ",0.6899
5035030202,"West Memphis, AR",0.6899
42101028400,"North Philadelphia, Philadelphia, PA",0.6899
21183920200,"Utica, KY",0.6899
42043024101,"Hershey, PA",0.6899
29213480302,"Kirbyville, MO",0.6899
25027747102,"Blackstone, MA",0.6899
26059050800,"Ward 4, Hillsdale, MI",0.6899
39165032400,"Blanchester, OH",0.6899
33015105100,"Kingston, NH",0.6899
40037020706,"Sand Springs, OK",0.6899
17099962700,"Downtown, Ottawa, IL",0.6899
18097355500,"Christian Park, Indianapolis, IN",0.6899
49035112610,"Sandy, UT",0.6899
11001003800,"Northwest Washington, Washington, DC",0.6899
51059421300,"Groveton, Alexandria, VA",0.6899
12073002512,"Tallahassee, FL",0.6899
42019910302,"Slippery Rock, PA",0.6899
18075963200,"Redkey, IN",0.6899
8041007400,"Monument, CO",0.6899
29165030002,"Riverside, MO",0.6899
37119001603,"Windsor Park, Charlotte, NC",0.6899
17031330200,"Near South Side, Chicago, IL",0.6899
47149040403,"Smyrna, TN",0.6899
32019960201,"Silver Springs, NV",0.6899
6053000800,"Salinas, CA",0.6899
6059021913,"Orange, CA",0.6899
37027031402,"Granite Falls, NC",0.6899
17115003100,"Decatur, IL",0.6899
54003971202,"Hedgesville, WV",0.6899
45003021202,"Aiken, SC",0.6899
24043000800,"Hagerstown, MD",0.6899
45007010102,"Piedmont, SC",0.6899
34025807004,"Asbury Park, NJ",0.6899
36047055800,"Kings County, NY",0.6899
6111008001,"Simi Valley, CA",0.6899
18035001400,"Southside, Muncie, IN",0.6899
6083001402,"Montecito, CA",0.6898
53061052707,"Marysville, WA",0.6898
12095015003,"Ocoee, FL",0.6898
25009207000,"Lynn, MA",0.6898
6037404703,"Baldwin Park, CA",0.6898
12031016711,"Southside, Jacksonville, FL",0.6898
4013113502,"Central City, Phoenix, AZ",0.6898
36029010804,"Depew, NY",0.6898
39095001700,"Lagrange, Toledo, OH",0.6898
6077004308,"Lodi, CA",0.6898
26049011505,"Burton, MI",0.6898
12103027000,"Dunedin, FL",0.6898
21111003900,"Taylor Berry, Louisville, KY",0.6898
47143975200,"Dayton, TN",0.6898
6037650800,"Park Plaza, Torrance, CA",0.6898
1043965200,"Cullman, AL",0.6898
12086004103,"Mid-Beach, Miami, FL",0.6898
47037018000,"Green Hills, Nashville, TN",0.6898
34021003003,"Yardville-Groveville, Hamilton Township, NJ",0.6898
12071001914,"Fort Myers, FL",0.6898
20149000300,"Saint Marys, KS",0.6898
42011001900,"Reading, PA",0.6898
37067001901,"Winston-Salem, NC",0.6898
37085071204,"Spring Lake, NC",0.6898
39035104800,"Cleveland, OH",0.6898
48499950400,"Alba, TX",0.6898
24033805601,"Hyattsville, MD",0.6898
13151070304,"McDonough, GA",0.6898
51061930703,"Sumerduck, VA",0.6898
48309001300,"North Waco, Waco, TX",0.6898
6037310202,"Burbank, CA",0.6898
19113000400,"Marion, IA",0.6898
12075970700,"Inglis, FL",0.6898
36047004100,"Kings County, NY",0.6897
6037139001,"Encino, Los Angeles, CA",0.6897
39167021100,"Marietta, OH",0.6897
48029130800,"East Side, San Antonio, TX",0.6897
24005420301,"Dundalk, MD",0.6897
24005451802,"Middle River, MD",0.6897
5115951100,"Atkins, AR",0.6897
28047003504,"Gulfport, MS",0.6897
6113010102,"West Sacramento, CA",0.6897
48113016302,"Grand Prairie, TX",0.6897
51087200700,"Richmond, VA",0.6897
24027602800,"Ellicott City, MD",0.6897
12086000120,"Keystone Islands, North Miami, FL",0.6897
6073003902,"Logan Heights, San Diego, CA",0.6897
13135050106,"Buford, GA",0.6897
35001001102,"Southeast Heights, Albuquerque, NM",0.6897
22019002500,"Westlake, LA",0.6897
4013420800,"Mesa, AZ",0.6897
26163571000,"Inkster, MI",0.6897
1097004800,"Prichard, AL",0.6897
6073008501,"Bay Ho, San Diego, CA",0.6897
22063040806,"Denham Springs, LA",0.6897
26163568800,"Westland, MI",0.6897
42049000800,"Erie, PA",0.6897
6065043006,"Lake Elsinore, CA",0.6897
42101002500,"South Philadelphia, Philadelphia, PA",0.6897
6037530802,"Los Angeles, CA",0.6897
33007950900,"Gorham, NH",0.6897
22115950100,"Leesville, LA",0.6897
12071020600,"Hancock, North Fort Myers, FL",0.6897
17089850302,"Carpentersville, IL",0.6897
26163539300,"Detroit, MI",0.6897
12099000802,"Palm Beach Gardens, FL",0.6897
13045910400,"Bowdon, GA",0.6897
21049020106,"Winchester, KY",0.6896
12011010307,"Deerfield Beach, FL",0.6896
17031816700,"Northlake, IL",0.6896
13067031118,"Smyrna, GA",0.6896
39089759100,"Hebron, OH",0.6896
48277000102,"Sumner, TX",0.6896
26115830700,"Milan, MI",0.6896
31155968100,"Fremont, NE",0.6896
4015954800,"Kingman, AZ",0.6896
4013319403,"Tempe, AZ",0.6896
53035092902,"Port Orchard, WA",0.6896
42051261402,"Grindstone, PA",0.6896
45051070601,"Conway, SC",0.6896
27135970100,"Warroad, MN",0.6896
13089022600,"Glennwood Estates, Decatur, GA",0.6896
39085204500,"Painesville, OH",0.6896
6083002206,"Santa Maria, CA",0.6896
4021000313,"Apache Junction, AZ",0.6896
6099003803,"Turlock, CA",0.6896
48067950500,"Bivins, TX",0.6896
22033001900,"Mid City South, Baton Rouge, LA",0.6896
53027000200,"Ocean Shores, WA",0.6896
21167960300,"Harrodsburg, KY",0.6896
12105012125,"Lakeland, FL",0.6896
48339694302,"Montgomery, TX",0.6896
22087030206,"Chalmette, LA",0.6896
12011030600,"Pompano Beach, FL",0.6896
6097151700,"Santa Rosa, CA",0.6896
12033002605,"Three Waters Green, Pensacola, FL",0.6896
12005002300,"Panama City, FL",0.6896
18079960302,"North Vernon, IN",0.6896
29189210925,"Florissant, MO",0.6896
6001430500,"San Leandro, CA",0.6896
17031670700,"South Side, Chicago, IL",0.6896
26115832200,"South Monroe, Monroe, MI",0.6896
21113060502,"Nicholasville, KY",0.6896
6073017041,"Poway, CA",0.6896
37025041902,"Concord, NC",0.6896
17089852401,"St. Charles, IL",0.6896
6019005513,"Clovis, CA",0.6896
48339692500,"New Caney, TX",0.6896
18097342400,"Wayne, Indianapolis, IN",0.6896
53033023300,"West Lake Sammamish, Bellevue, WA",0.6895
6089010703,"Blue Oak Terrace, Redding, CA",0.6895
6001435300,"Upper B Street, Hayward, CA",0.6895
17163503906,"Freeburg, IL",0.6895
6107002203,"Tulare, CA",0.6895
24005402604,"Randallstown, MD",0.6895
56021000800,"Cheyenne, WY",0.6895
33003956300,"Moultonborough, NH",0.6895
34007609202,"Sicklerville, NJ",0.6895
47187051202,"Thompson's Station, TN",0.6895
53015000900,"Kelso, WA",0.6895
26163534700,"Barton - McFarland, Detroit, MI",0.6895
35001000401,"Sandia Ridge, Albuquerque, NM",0.6895
24033800504,"Bowie, MD",0.6895
51067020600,"Ferrum, VA",0.6895
13121011613,"Alpharetta, GA",0.6895
51169030600,"Weber City, VA",0.6895
6037131020,"Reseda, Los Angeles, CA",0.6895
8055960900,"Walsenburg, CO",0.6895
41005022105,"Clackamas, OR",0.6895
37051003405,"Fort Bragg, NC",0.6895
48201510600,"Washington Ave./ Memorial Park, Houston, TX",0.6895
27037060603,"Mendota Heights, MN",0.6895
12041950203,"Trenton, FL",0.6895
36103111503,"Greenlawn, NY",0.6895
34033021201,"Bridgeton, NJ",0.6895
41039002504,"Bethel-Danebo, Eugene, OR",0.6895
48459950500,"Big Sandy, TX",0.6895
6019000800,"Edison, Fresno, CA",0.6895
41019130000,"Roseburg, OR",0.6895
22055001402,"Lafayette, LA",0.6895
54099020400,"Huntington, WV",0.6895
42007605200,"Beaver Falls, PA",0.6894
6065049100,"Indio, CA",0.6894
1003010704,"Daphne, AL",0.6894
6009000400,"Rail Road Flat, CA",0.6894
17031661000,"Chicago Lawn, Chicago, IL",0.6894
4013107201,"Alhambra, Phoenix, AZ",0.6894
6037120103,"Los Angeles County, CA",0.6894
6083002909,"Goleta, CA",0.6894
26075005900,"Jackson, MI",0.6894
51059480300,"McLean, VA",0.6894
12047960300,"White Springs, FL",0.6894
1073012913,"Hoover, AL",0.6894
12086010201,"Miami, FL",0.6894
6013306004,"Antioch, CA",0.6894
22033002400,"Highlands/Perkins, Baton Rouge, LA",0.6894
21111005600,"Southside, Louisville, KY",0.6894
26163524500,"Oakwood Heights, Detroit, MI",0.6894
36047026700,"Kings County, NY",0.6894
6019004216,"Fresno, CA",0.6894
35029000500,"Deming, NM",0.6894
41051001802,"Southeast Portland, Portland, OR",0.6894
39017014700,"Hamilton, OH",0.6894
45063021028,"Lexington, SC",0.6894
36021001100,"Hudson, NY",0.6894
54039012100,"Gallagher, WV",0.6894
48157670901,"Lake Shore Harbour, Missouri City, TX",0.6894
48453001752,"Wood Creek, Austin, TX",0.6894
39093070901,"Western Heights, Elyria, OH",0.6894
12081000304,"Bradenton, FL",0.6894
17031842900,"University Village / Little Italy, Chicago, IL",0.6894
48439102700,"Cultural District, Fort Worth, TX",0.6894
6065042901,"Perris, CA",0.6894
22043020100,"Pollock, LA",0.6894
53057940800,"La Conner, WA",0.6893
25011040300,"Northfield, MA",0.6893
21067002302,"Lansdowne Merrick, Lexington, KY",0.6893
53067012412,"Yelm, WA",0.6893
8059011100,"Eiber, Lakewood, CO",0.6893
12099004813,"Greenacres, FL",0.6893
12053040702,"Avis Oaks, Brooksville, FL",0.6893
36081086900,"Queens County, NY",0.6893
48053960100,"Bertram, TX",0.6893
6071008002,"North Redlands, Redlands, CA",0.6893
6041111000,"San Rafael, CA",0.6893
29093950300,"Ironton, MO",0.6893
26125135000,"Wixom, MI",0.6893
6029001000,"Bakersfield, CA",0.6893
4003000901,"Douglas, AZ",0.6893
48457950500,"Warren, TX",0.6893
37051003700,"Pine Forest, Linden, NC",0.6893
51185020600,"Pounding Mill, VA",0.6893
42101014000,"Cecil B. Moore, Philadelphia, PA",0.6893
47075930100,"Brownsville, TN",0.6893
12083000302,"Ocala, FL",0.6893
39153503200,"East Akron, Akron, OH",0.6893
6001441302,"Centerville, Fremont, CA",0.6893
28033070721,"Olive Branch, MS",0.6893
12031013723,"Westside, Jacksonville, FL",0.6893
1117030337,"Shelby County, AL",0.6893
48201521000,"Northwest Houston, Houston, TX",0.6893
6013336201,"Monument Corridor, Concord, CA",0.6893
39057240100,"Xenia, OH",0.6893
6037124104,"North Hollywood, Los Angeles, CA",0.6893
6067004701,"Florin Center West, Sacramento, CA",0.6893
21015070502,"Burlington, KY",0.6893
17031824106,"Orland Park, IL",0.6893
6037226002,"Central LA, Los Angeles, CA",0.6893
53033025601,"Renton, WA",0.6893
1097000902,"Hannon Park, Mobile, AL",0.6893
42101006500,"Philadelphia, PA",0.6893
13137000201,"Demorest, GA",0.6893
40101000802,"Muskogee, OK",0.6892
12009062600,"Collage Park, Cocoa, FL",0.6892
1039961700,"Red Level, AL",0.6892
25005640600,"Fall River, MA",0.6892
51059482502,"Herndon, VA",0.6892
36081157902,"Queens County, NY",0.6892
37119006403,"Davidson, NC",0.6892
42059970502,"Waynesburg, PA",0.6892
36103110803,"Northport, NY",0.6892
48251130500,"Grandview, TX",0.6892
21125971002,"Corbin, KY",0.6892
13151070106,"Stockbridge, GA",0.6892
6037900608,"Lancaster, CA",0.6892
53061050500,"The Bowl of Edmonds, Edmonds, WA",0.6892
40109107223,"Central Oklahoma City, Oklahoma City, OK",0.6892
48375012800,"Amarillo, TX",0.6892
45019003000,"West Ashley, Charleston, SC",0.6892
12011070320,"Weston, FL",0.6892
34001001400,"Atlantic City, NJ",0.6892
36047027800,"Kings County, NY",0.6892
20209044803,"Prairie / Piper-KC-KS, Kansas City, KS",0.6892
13185010401,"Valdosta, GA",0.6892
17031812600,"Oak Park, IL",0.6892
29099700304,"High Ridge, MO",0.6892
6073014001,"Lemon Grove, CA",0.6892
29095011700,"Sugar Creek, MO",0.6892
26121002601,"Norton Shores, MI",0.6892
51127700300,"Lanexa, VA",0.6892
21217920100,"Campbellsville, KY",0.6892
41039001700,"Pleasant Hill, OR",0.6892
49049000105,"Lehi, UT",0.6892
48209010907,"Kyle, TX",0.6892
48071710100,"Mont Belvieu, TX",0.6892
8031000501,"Northwest, Denver, CO",0.6892
1015000600,"Anniston, AL",0.6892
6059011718,"Placentia, CA",0.6892
9001245400,"Ridgefield, CT",0.6892
21047201301,"Pembroke, KY",0.6892
25025040401,"Charlestown, Boston, MA",0.6892
42055012200,"Waynesboro, PA",0.6892
6085512029,"Anderson East, San Jose, CA",0.6892
6077002000,"Park, Stockton, CA",0.6892
18089012000,"Gary, IN",0.6892
48201221700,"Roos Acres, Houston, TX",0.6892
6105000300,"Hayfork, CA",0.6892
27123040301,"White Bear Lake, MN",0.6892
6037541606,"Compton, CA",0.6892
42101009200,"West Powelton, Philadelphia, PA",0.6891
45083021902,"Spartanburg, SC",0.6891
29077000400,"West Central, Springfield, MO",0.6891
47149041600,"Murfreesboro, TN",0.6891
17031130300,"Hollywood Park, Chicago, IL",0.6891
18089021600,"Hammond, IN",0.6891
49035101700,"Central City, Salt Lake City, UT",0.6891
32003001709,"Las Vegas, NV",0.6891
32031001502,"West University, Reno, NV",0.6891
36067000800,"Northside, Syracuse, NY",0.6891
47065011001,"Soddy-Daisy, TN",0.6891
4013116300,"South Mountain Village, Phoenix, AZ",0.6891
1097006600,"Grand Bay, AL",0.6891
48157670902,"Fresno, TX",0.6891
32003004715,"Las Vegas, NV",0.6891
47131965400,"Troy, TN",0.6891
48291700800,"Dayton, TX",0.6891
36079011800,"Brewster, NY",0.6891
53067012610,"Tenino, WA",0.6891
21125970600,"London, KY",0.6891
8041005105,"Colorado Springs, CO",0.6891
1101000400,"Montgomery, AL",0.6891
42093050200,"Danville, PA",0.6891
6037431400,"Arcadia, CA",0.6891
13077170402,"Sharpsburg, GA",0.6891
6037460301,"Altadena, CA",0.6891
51041101003,"Moseley, VA",0.6891
25023506204,"Ocean Bluff-Brant Rock, Marshfield, MA",0.6891
34039038202,"Berkeley Heights, NJ",0.6891
6037117407,"North Hills, Los Angeles, CA",0.6891
37025041000,"Kannapolis, NC",0.6891
12011040101,"East Fort Lauderdale, Lauderdale-by-the-Sea, FL",0.6891
26087332000,"North Branch, MI",0.6891
55025010501,"Madison, WI",0.6891
16027021200,"Caldwell, ID",0.6891
6033000801,"Clearlake, CA",0.689
1097005100,"Chickasaw, AL",0.689
2170000502,"Wasilla, AK",0.689
48251130800,"Cleburne, TX",0.689
4013319904,"South Tempe, Tempe, AZ",0.689
6001400200,"Rockridge, Oakland, CA",0.689
37173960301,"Bryson City, NC",0.689
45045003706,"Greenville, SC",0.689
53011040703,"Orchards Area Concerned Citizens, Vancouver, WA",0.689
28121020701,"Pearl, MS",0.689
12071020300,"North Fort Myers, FL",0.689
51065020200,"Palmyra, VA",0.689
13067031503,"Marietta, GA",0.689
37129011300,"Historic District, Wilmington, NC",0.689
37035011102,"Hickory, NC",0.689
6037542700,"Compton, CA",0.689
6089012603,"Shingletown, CA",0.689
12103020301,"Bayou Shores, Saint Petersburg, FL",0.689
17031671500,"Englewood, Chicago, IL",0.689
42101029200,"Lawncrest, Philadelphia, PA",0.689
53063010201,"Chattaroy, WA",0.689
25013810412,"Ludlow, MA",0.689
6037139504,"Encino, Los Angeles, CA",0.689
13135050524,"Lawrenceville, GA",0.689
17031671400,"Englewood, Chicago, IL",0.689
13021013504,"Macon, GA",0.689
6081606600,"Central San Mateo, San Mateo, CA",0.689
40109106912,"Central Oklahoma City, Oklahoma City, OK",0.689
12099001914,"Villages of Palm Beach Lakes, West Palm Beach, FL",0.689
29077000700,"Midtown, Springfield, MO",0.689
48213950200,"Brownsboro, TX",0.689
26081014300,"Kelloggsville, Grand Rapids, MI",0.689
13261950400,"Plains, GA",0.689
26005030300,"Dorr, MI",0.689
40143007702,"Glenpool, OK",0.6889
2020001801,"Campbell Park, Anchorage, AK",0.6889
13299950900,"Waycross, GA",0.6889
27163070303,"Mahtomedi, MN",0.6889
6095250300,"Vallejo, CA",0.6889
26045020700,"Vermontville, MI",0.6889
42091201606,"Roslyn, Abington, PA",0.6889
53033009600,"North Admiral, Seattle, WA",0.6889
48121021513,"Lewisville, TX",0.6889
6073020029,"San Marcos, CA",0.6889
53061050401,"Edmonds, WA",0.6889
45007011901,"Anderson, SC",0.6889
48201510500,"Greater Heights, Houston, TX",0.6889
6037267300,"West Los Angeles, Los Angeles, CA",0.6889
18097342600,"West Indianapolis, Indianapolis, IN",0.6889
6059011402,"Fullerton, CA",0.6889
36115087000,"Argyle, NY",0.6889
48167723800,"Hitchcock, TX",0.6889
24005450400,"Essex, MD",0.6889
21209040205,"Georgetown, KY",0.6889
42091200507,"Horsham, PA",0.6889
11001010900,"Southwest Washington, Washington, DC",0.6889
37045950500,"Kings Mountain, NC",0.6889
12086004204,"South Beach, Miami Beach, FL",0.6889
32003002708,"Las Vegas, NV",0.6889
26157001100,"Silverwood, MI",0.6889
39035140100,"Cleveland Heights, OH",0.6889
45025950501,"Cheraw, SC",0.6889
20055960508,"Garden City, KS",0.6889
6019001900,"Fresno, CA",0.6889
40131050101,"Claremore, OK",0.6888
6067004602,"Sacramento, CA",0.6888
48029182106,"Far West Side, Helotes, TX",0.6888
6037930301,"Azusa, CA",0.6888
18093950600,"Springville, IN",0.6888
13063040416,"Forest Park, GA",0.6888
4013216818,"Quail Run Condominiums, Fountain Hills, AZ",0.6888
26119910400,"Atlanta, MI",0.6888
13313000400,"Dalton, GA",0.6888
18097357000,"Bates-Hendricks, Indianapolis, IN",0.6888
6037137302,"Woodland Hills, Los Angeles, CA",0.6888
6019006403,"Squaw Valley, CA",0.6888
6073020018,"San Marcos, CA",0.6888
22031950100,"Stonewall, LA",0.6888
12005000806,"East Bay Park, Panama City, FL",0.6888
6073013801,"Spring Valley, CA",0.6888
4027000600,"Yuma, AZ",0.6888
55087011502,"Appleton, WI",0.6888
12095017105,"Windermere, FL",0.6888
24005440100,"Baltimore, MD",0.6888
6087100700,"Santa Cruz, CA",0.6888
15003000600,"Waialae - Kahala, Honolulu, HI",0.6888
4015951401,"Bullhead City, AZ",0.6888
36027190401,"Wappingers Falls, NY",0.6888
12001002218,"Gainesville, FL",0.6888
25005646103,"Westport, MA",0.6888
47011010300,"Cleveland, TN",0.6888
4013815100,"Gilbert, AZ",0.6888
36103159406,"Center Moriches, NY",0.6888
44009051504,"Narragansett, RI",0.6888
53011040508,"Washougal, WA",0.6888
48139060500,"Waxahachie, TX",0.6888
53009000900,"Port Angeles, WA",0.6888
37151030801,"Asheboro, NC",0.6888
21195931800,"Mouthcard, KY",0.6888
6059063400,"Newport Beach, CA",0.6888
28011950100,"Shelby, MS",0.6888
12073001802,"Tallahassee, FL",0.6888
32021970800,"Mineral County, NV",0.6888
36067001600,"Northside, Syracuse, NY",0.6888
6067009504,"Galt, CA",0.6888
13213010201,"Chatsworth, GA",0.6888
1115040401,"Ashville, AL",0.6888
36047069601,"Kings County, NY",0.6887
47163040200,"Kingsport, TN",0.6887
6073016202,"El Cajon, CA",0.6887
35035000602,"Alamogordo, NM",0.6887
12071040303,"Alabama, Lehigh Acres, FL",0.6887
8101003106,"Pueblo, CO",0.6887
39049008142,"Wexford-Thornapple, Columbus, OH",0.6887
40109107601,"Midwest City, OK",0.6887
21043960300,"Olive Hill, KY",0.6887
4019003303,"Tucson, AZ",0.6887
41035970700,"Klamath Falls, OR",0.6887
45007011500,"Honea Path, SC",0.6887
12057001300,"Lowry Park Central, Tampa, FL",0.6887
4013114301,"Central City, Phoenix, AZ",0.6887
6037123700,"North Hollywood, Los Angeles, CA",0.6887
36085023900,"Richmond County, NY",0.6887
40081961100,"Stroud, OK",0.6887
37151031602,"Archdale, NC",0.6887
6037555102,"Lakewood, CA",0.6887
16001010223,"Northwest Boise City, Garden City, ID",0.6887
37183053709,"Northwest Raleigh, Raleigh, NC",0.6887
21117061600,"Covington, KY",0.6887
36063023500,"Lockport, NY",0.6887
21235920200,"Corbin, KY",0.6887
41051003100,"Northeast Portland, Portland, OR",0.6887
40019892600,"Ardmore, OK",0.6886
17113000400,"Normal, IL",0.6886
51059460600,"Vienna, VA",0.6886
41029001301,"White City, OR",0.6886
6037530400,"Monterey Park, CA",0.6886
17089853100,"Aurora, IL",0.6886
13121003800,"Atlanta University Center, Atlanta, GA",0.6886
45007010402,"Williamston, SC",0.6886
12011030201,"Pompano Beach, FL",0.6886
29183311734,"St. Peters, MO",0.6886
39035104100,"Tremont, Cleveland, OH",0.6886
55001950700,"Wisconsin Dells, WI",0.6886
21111005100,"Old Louisville, Louisville, KY",0.6886
4027011700,"Yuma, AZ",0.6886
6113011102,"Woodland, CA",0.6886
37119003011,"Beverly Woods, Charlotte, NC",0.6886
23005001200,"West End, Portland, ME",0.6886
53011040605,"Camas, WA",0.6886
17111871500,"Union, IL",0.6886
12127081600,"Georgiana Park, Daytona Beach, FL",0.6886
37057060304,"Lexington, NC",0.6886
26163512600,"Detroit, MI",0.6886
48187210708,"Cibolo, TX",0.6886
42073010300,"New Wilmington, PA",0.6886
12099007738,"Boca Raton, FL",0.6886
49035112917,"West Jordan, UT",0.6886
24005411302,"White Marsh, MD",0.6886
47065010800,"Chattanooga, TN",0.6886
39015951201,"Fayetteville, OH",0.6886
36119013202,"Briarcliff Manor, NY",0.6885
8041004507,"Fountain Valley, Colorado Springs, CO",0.6885
42017106500,"Quakertown, PA",0.6885
45043920202,"Andrews, SC",0.6885
34013013200,"Irvington, NJ",0.6885
13089022204,"Greater Valley Brook, Decatur, GA",0.6885
40143007518,"Broken Arrow, OK",0.6885
13135050304,"Gwinnett Village, Peachtree Corners, GA",0.6885
21051950200,"Manchester, KY",0.6885
36047024700,"Kings County, NY",0.6885
6019002300,"Tower District, Fresno, CA",0.6885
6101050201,"Yuba City, CA",0.6885
4013217800,"South Scottsdale, Scottsdale, AZ",0.6885
42051260800,"Normalville, PA",0.6885
25009221700,"Gloucester, MA",0.6885
37063000301,"Walltown, Durham, NC",0.6885
5143011004,"West Fork, AR",0.6885
25015821903,"Northampton, MA",0.6885
27131070504,"Northfield, MN",0.6885
41039002403,"Eugene, OR",0.6885
48453001818,"Wooten, Austin, TX",0.6885
22119032100,"Sibley, LA",0.6885
40143007523,"Broken Arrow, OK",0.6885
17031819300,"Brookfield, IL",0.6885
29095001100,"Quality Hill, Kansas City, MO",0.6885
6077002503,"Seaport, Stockton, CA",0.6885
28113950102,"Summit, MS",0.6885
48479001300,"Los Amores, Laredo, TX",0.6885
36081103202,"Queens County, NY",0.6885
6037550601,"Downey, CA",0.6885
6029001901,"Oleander/Sunset, Bakersfield, CA",0.6885
16019970502,"Ammon, ID",0.6885
47019071300,"Elizabethton, TN",0.6885
28033070310,"Southaven, MS",0.6885
51101950300,"West Point, VA",0.6885
12011040203,"North Fort Lauderdale, Fort Lauderdale, FL",0.6885
20173009000,"Sunflower, Wichita, KS",0.6885
6013307102,"Antioch, CA",0.6885
37167930102,"New London, NC",0.6885
13135050546,"Lawrenceville, GA",0.6885
41071031000,"Amity, OR",0.6884
32019960800,"Yerington, NV",0.6884
39009972600,"Glouster, OH",0.6884
12057013923,"Fish Hawk, Lithia, FL",0.6884
36079011500,"Carmel Hamlet, NY",0.6884
51770002500,"Roanoke, VA",0.6884
17031300500,"Little Village, Chicago, IL",0.6884
15003002202,"McCully - Moiliili, Honolulu, HI",0.6884
9005293100,"Colebrook, CT",0.6884
36085002100,"Richmond County, NY",0.6884
6059042329,"Laguna Niguel, CA",0.6884
6111006500,"Thousand Oaks, CA",0.6884
22043020401,"Pollock, LA",0.6884
13089022203,"Decatur, GA",0.6884
26081012003,"Lowell, MI",0.6884
54033031500,"Salem, WV",0.6884
13195020500,"Hull, GA",0.6884
42117950300,"Westfield, PA",0.6884
40125501201,"Maud, OK",0.6884
25023500101,"Hull, MA",0.6884
47003950100,"Bell Buckle, TN",0.6884
6107001100,"Visalia, CA",0.6884
12086004304,"South Beach, Miami Beach, FL",0.6884
45083022600,"Landrum, SC",0.6884
24510010200,"Patterson Park, Baltimore, MD",0.6884
39099813300,"Salem, OH",0.6884
39089755900,"Pataskala, OH",0.6884
6001408300,"Eastmont Hills, Oakland, CA",0.6884
55101000904,"Mount Pleasant, WI",0.6884
6025012400,"Niland, CA",0.6884
1047956600,"Selma, AL",0.6884
6073002100,"Mid-City, San Diego, CA",0.6884
54061011700,"Morgantown, WV",0.6884
18173030705,"Newburgh, IN",0.6884
12031016000,"Sans Souci, Jacksonville, FL",0.6884
6037400603,"Azusa, CA",0.6884
17031809300,"Evanston, IL",0.6884
4015955000,"Mohave Valley, AZ",0.6883
36119009600,"Highlands, White Plains, NY",0.6883
13051010808,"Savannah, GA",0.6883
54045956101,"Chapmanville, WV",0.6883
12071020102,"Diplomat, North Fort Myers, FL",0.6883
13217100700,"Covington, GA",0.6883
42073000600,"New Castle, PA",0.6883
39035107701,"Downtown, Cleveland, OH",0.6883
36047017800,"Kings County, NY",0.6883
47155080400,"Sevierville, TN",0.6883
4013112301,"Maryvale Village, Phoenix, AZ",0.6883
24510150400,"Mondawmin, Baltimore, MD",0.6883
21151010102,"Richmond, KY",0.6883
36111951400,"Kingston, NY",0.6883
12031000200,"Urban Core, Jacksonville, FL",0.6883
51710000600,"Ocean Air, Norfolk, VA",0.6883
26049000700,"Flint, MI",0.6883
35061970700,"Los Lunas, NM",0.6883
17115002700,"Blue Mound, IL",0.6883
34021003001,"Robbinsville, NJ",0.6883
47011010500,"Cleveland, TN",0.6883
12009068300,"Cocoa Beach, FL",0.6883
25019950100,"Nantucket, MA",0.6883
47123925000,"Vonore, TN",0.6883
19053960200,"Lamoni, IA",0.6883
39113050104,"Dayton, OH",0.6883
24005404800,"Reisterstown, MD",0.6883
6099001200,"Modesto, CA",0.6882
51197050100,"Wytheville, VA",0.6882
26099226400,"Shelby charter Township, MI",0.6882
6025010400,"Brawley, CA",0.6882
36047022400,"Kings County, NY",0.6882
53053070205,"Buckley, WA",0.6882
6037191901,"Central LA, Los Angeles, CA",0.6882
